,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
370,Barra dos Coqueiros,20,BR,1579548459,58,-10.91,-37.04,86.0,12.75
371,Yaring,90,TH,1579548459,78,6.87,101.37,81.43,20.54
372,Salalah,20,OM,1579548459,64,17.02,54.09,73.4,4.7
373,Kyabe,0,TD,1579548459,15,9.45,18.94,79.88,5.95
374,The Valley,20,AI,1579548459,78,18.22,-63.06,82.4,16.11
375,Cockburn Town,40,TC,1579548459,69,21.46,-71.14,78.8,16.11
376,Londonderry,90,GB,1579548460,81,55.0,-7.31,48.2,16.11
377,Constitucion,24,CL,1579548460,55,-35.33,-72.42,68.56,6.11
378,Abashiri,100,JP,1579548460,80,44.02,144.27,29.32,16.82
379,Xacmaz,54,AZ,1579548460,64,41.46,48.81,39.04,3.65
380,Port Macquarie,0,AU,1579548460,100,-31.43,152.92,70.0,3.36
381,Kabare,98,CD,1579548460,91,-2.47,28.82,63.75,0.27
382,Pedernales,75,DO,1579548460,62,18.04,-71.74,86.0,18.34
383,Insar,100,RU,1579548460,95,53.87,44.37,30.7,11.25
384,Ganzhou,81,CN,1579548461,76,28.82,115.43,46.49,1.36
385,Billings,75,US,1579548294,44,45.78,-108.5,42.01,16.11
386,Bosaso,5,SO,1579548324,54,11.28,49.18,75.27,1.97
387,Kutum,0,SD,1579548305,21,14.2,24.67,59.07,8.68
388,Pringsewu,100,ID,1579548461,95,-5.36,104.97,73.29,2.24
389,Khandyga,94,RU,1579548461,99,62.67,135.6,-24.61,0.63
390,Graneros,0,CL,1579548461,38,-34.07,-70.73,87.8,9.17
391,Grand-Santi,36,GF,1579548461,50,4.25,-54.38,88.92,4.45
392,Dhidhdhoo,67,MV,1579548461,73,6.88,73.1,82.53,7.87
393,Parry Sound,0,CA,1579548425,35,45.35,-80.03,21.99,5.77
394,Aliwal North,58,ZA,1579548462,31,-30.69,26.71,78.58,9.17
395,Luanda,20,AO,1579548462,70,-8.84,13.23,84.2,8.05
396,Oranjemund,0,NA,1579548462,77,-28.55,16.43,67.15,9.24
397,Saldanha,7,ZA,1579548283,47,-33.01,17.94,77.0,9.17
398,Batticaloa,30,LK,1579548462,93,7.71,81.69,74.7,1.66
399,Banda Aceh,99,ID,1579548303,95,5.56,95.32,74.41,5.14
400,Batemans Bay,33,AU,1579548462,96,-35.72,150.18,63.0,4.85
401,Masumbwe,73,TZ,1579548462,90,-3.63,32.18,68.07,2.95
402,Namatanai,100,PG,1579548462,74,-3.67,152.43,83.07,12.48
403,Pandan,0,PH,1579548462,71,14.05,124.17,77.79,17.31
404,Hong Kong,20,HK,1579548219,77,22.29,114.16,64.99,8.05
405,Leshukonskoye,98,RU,1579548463,96,64.9,45.76,3.11,7.4
406,Vicuna,20,CL,1579548463,72,-30.03,-70.71,88.0,14.99
407,Airai,100,TL,1579548463,77,-8.93,125.41,68.38,5.84
408,Aklavik,40,CA,1579548463,75,68.22,-135.01,-18.4,9.17
409,Margate,0,GB,1579548463,57,51.38,1.39,39.99,8.95
410,Gwadar,0,PK,1579548463,68,25.12,62.33,70.77,11.74
411,Luzhou,100,CN,1579548463,63,28.87,105.44,52.74,2.51
412,Roswell,1,US,1579548463,43,34.02,-84.36,41.0,10.29
413,Korla,100,CN,1579548463,78,41.76,86.15,24.01,2.35
414,Xai-Xai,52,MZ,1579548463,77,-25.05,33.64,71.2,8.63
415,Iqaluit,40,CA,1579548464,67,63.75,-68.51,-22.0,14.99
416,Kuminskiy,0,RU,1579548464,90,58.67,66.57,-6.74,3.53
417,Ossora,0,RU,1579548464,79,59.24,163.07,-3.51,4.88
418,Srednekolymsk,100,RU,1579548464,96,67.45,153.68,-27.49,7.94
419,Batagay,98,RU,1579548464,99,67.63,134.63,-22.23,0.51
420,Kahului,40,US,1579548464,64,20.89,-156.47,75.2,3.36
421,Krasnosel'kup,0,RU,1579548464,100,65.7,82.47,-35.05,5.97
422,Coyhaique,20,CL,1579548233,41,-45.58,-72.07,77.0,5.82
423,Kattivakkam,40,IN,1579548464,78,13.22,80.32,79.0,2.24
424,Padang,100,ID,1579548464,96,-0.95,100.35,69.22,4.97
425,Brawley,1,US,1579548465,27,32.98,-115.53,64.0,3.24
426,Limenaria,20,GR,1579548465,64,40.63,24.58,39.99,3.36
427,Shakiso,0,ET,1579548465,31,5.75,38.92,67.57,4.56
428,Beyneu,14,KZ,1579548179,76,45.32,55.2,27.34,5.86
429,Kloulklubed,40,PW,1579548465,78,7.04,134.26,78.8,8.05
430,Eyl,0,SO,1579548465,80,7.98,49.82,77.45,24.87
431,Inuvik,40,CA,1579548465,75,68.35,-133.72,-18.4,9.17
432,Dalvik,90,IS,1579548465,55,65.97,-18.53,33.8,20.8
433,Camana,100,PE,1579548465,82,-16.62,-72.71,70.86,8.61
434,Porosozero,100,RU,1579548465,92,62.72,32.73,35.42,11.48
435,Bezhanitsy,100,RU,1579548466,81,56.98,29.89,35.24,13.29
436,Longhua,100,CN,1579548466,71,23.61,114.19,58.68,0.72
437,Bariloche,0,AR,1579548362,13,-41.15,-71.31,86.0,8.05
438,Talnakh,40,RU,1579548466,72,69.49,88.4,-41.8,2.24
439,Nishihara,75,JP,1579548466,87,26.18,127.76,60.8,12.75
440,Irondequoit,20,US,1579548466,52,43.21,-77.58,23.0,11.41
441,Wawa,2,NG,1579548466,31,9.9,4.42,85.15,3.2
442,Hojo,75,JP,1579548466,72,33.98,132.78,42.8,5.82
443,Cervo,100,ES,1579548467,62,43.67,-7.41,48.99,8.01
444,Colares,0,PT,1579548467,39,38.8,-9.45,51.01,16.11
445,Yumen,0,CN,1579548467,67,40.28,97.2,13.24,5.91
446,Zolotukhino,90,RU,1579548467,80,52.08,36.38,33.8,11.18
447,Tilichiki,31,RU,1579548467,94,60.47,166.1,-15.43,5.73
448,Ambon,20,ID,1579548467,78,-3.7,128.18,78.8,3.36
449,Roanoke Rapids,1,US,1579548170,37,36.46,-77.65,37.99,11.41
450,Burgeo,27,CA,1579548467,68,47.62,-57.62,25.14,14.09
451,Genhe,100,CN,1579548467,100,50.78,121.52,-19.03,2.28
452,Olafsvik,100,IS,1579548467,71,64.89,-23.71,33.06,42.52
453,Boguchar,100,RU,1579548467,94,49.94,40.55,28.63,9.4
454,Soquel,1,US,1579548468,81,36.99,-121.96,55.4,3.18
455,Pacific Grove,40,US,1579548468,66,36.62,-121.92,57.0,5.12
456,Elmira,1,US,1579548468,44,42.09,-76.81,23.0,6.93
457,Sechura,4,PE,1579548468,93,-5.56,-80.82,69.15,15.99
458,Hobyo,7,SO,1579548468,77,5.35,48.53,77.67,18.7
459,Hambantota,33,LK,1579548468,100,6.12,81.12,78.8,8.05
460,Barra do Garcas,40,BR,1579548468,55,-15.89,-52.26,91.4,11.41
461,Puerto Escondido,40,MX,1579548388,70,15.85,-97.07,86.0,3.02
462,Leh,100,IN,1579548468,89,34.17,77.58,-6.59,4.09
463,Taltal,29,CL,1579548468,73,-25.4,-70.48,68.43,6.46
464,Vilcun,0,CL,1579548468,47,-38.65,-72.23,82.0,9.17
465,Fort Frances,1,CA,1579548468,65,48.6,-93.4,8.6,4.72
466,Tiznit,62,MA,1579548469,82,29.58,-9.5,45.79,18.34
467,Port Hardy,40,CA,1579548469,93,50.7,-127.42,46.4,4.7
468,Rayong,20,TH,1579548469,83,12.83,101.43,84.0,3.36
469,Alexandria,40,EG,1579548467,54,31.22,29.96,57.2,16.11
470,Anloga,20,GH,1579548469,74,5.79,0.9,84.2,8.05
471,Caravelas,49,BR,1579548469,76,-17.71,-39.25,80.71,14.09
472,Sao Paulo de Olivenca,79,BR,1579548469,90,-3.38,-68.87,83.01,4.14
473,Leeton,75,AU,1579548469,88,-34.57,146.4,62.6,5.82
474,Auki,59,SB,1579548469,72,-8.77,160.7,83.79,8.79
475,Timizart,100,DZ,1579548469,74,36.8,4.27,57.92,16.44
476,Haines Junction,98,CA,1579548470,99,60.75,-137.51,-2.42,1.9
477,Oussouye,97,SN,1579548470,74,12.48,-16.55,80.6,4.7
478,Arkadelphia,1,US,1579548470,35,34.12,-93.05,46.0,4.7
479,Sisimiut,100,GL,1579548470,90,66.94,-53.67,8.62,15.41
480,Nabire,41,ID,1579548470,97,-3.37,135.48,70.14,2.3
481,North Bend,1,US,1579548470,81,43.41,-124.22,53.01,9.17
482,Pombas,0,CV,1579548470,57,17.15,-25.02,75.2,13.87
483,Yambio,67,SS,1579548470,30,4.57,28.4,76.01,4.5
484,Prainha,20,BR,1579548470,51,-1.8,-53.48,92.37,6.31
485,Kailua,75,US,1579548470,78,21.4,-157.74,75.2,10.29
486,Makabe,20,JP,1579548470,86,36.27,140.1,46.99,5.39
487,Lincoln,1,US,1579548297,60,40.8,-96.67,12.99,9.17
488,Gazli,97,UZ,1579548471,64,40.13,63.45,35.35,6.17
489,Praia,0,CV,1579548471,47,14.92,-23.51,77.0,14.99
490,Rio Grande,2,BR,1579548471,43,-32.03,-52.1,91.4,8.05
491,Beasain,75,ES,1579548471,74,43.05,-2.2,42.8,11.41
492,Kifri,62,IQ,1579548471,57,34.7,44.97,55.53,5.12
493,Oda,88,JP,1579548471,77,35.18,132.5,37.2,11.01
494,Chalus,90,IR,1579548471,87,36.66,51.42,44.6,2.24
495,Sulangan,13,PH,1579548471,72,11.14,123.72,78.51,14.23
496,Timon,100,BR,1579548472,52,-5.09,-42.84,91.4,5.82
497,Okato,45,NZ,1579548472,65,-39.2,173.88,64.99,1.01
498,Lebyazhye,96,RU,1579548472,96,55.27,66.49,9.7,6.11
499,Fortuna Foothills,1,US,1579548472,22,32.66,-114.41,66.2,9.17
500,Winona,1,US,1579548472,67,43.97,-91.77,21.0,3.47
501,Betioky,100,MG,1579548472,70,-23.72,44.38,75.13,12.95
502,Terme,90,TR,1579548472,70,41.21,36.97,42.8,17.22
503,Manggar,100,ID,1579548472,79,-2.88,108.27,82.38,11.41
504,Pozoblanco,100,ES,1579548472,53,38.38,-4.85,51.8,18.34
505,Yulara,71,AU,1579548472,23,-25.24,130.99,84.2,6.93
506,Poronaysk,76,RU,1579548473,85,49.22,143.12,4.62,3.6
507,Pahrump,40,US,1579548473,31,36.21,-115.98,57.99,6.82
508,Seoul,1,KR,1579548266,67,37.57,126.98,23.0,5.82
509,Abha,5,SA,1579548473,93,18.22,42.51,55.4,5.82
510,Safford,1,US,1579548473,42,32.83,-109.71,57.99,6.93
511,Kenai,90,US,1579548473,85,60.55,-151.26,14.0,5.82
512,Gonzalez,1,US,1579548473,34,30.58,-87.29,48.99,17.22
513,Caldwell,40,US,1579548473,59,43.66,-116.69,39.0,12.75
514,Mareeba,78,AU,1579548474,88,-17.0,145.43,78.8,2.46
515,Yining,84,CN,1579548474,86,29.04,114.56,44.62,1.01
516,Agartala,0,IN,1579548474,56,23.84,91.28,57.24,1.54
517,Sao Jose da Coroa Grande,59,BR,1579548474,69,-8.9,-35.15,80.64,10.6
518,Thunder Bay,5,CA,1579548474,47,48.4,-89.32,19.99,8.05
519,Singapore,75,SG,1579548242,94,1.29,103.85,78.8,12.75
520,Lesnoy,93,RU,1579548474,99,57.62,63.08,-2.78,4.25
521,Mergen,0,CN,1579548474,86,49.18,125.22,-7.35,6.2
522,Two Hills,33,CA,1579548474,84,53.72,-111.75,25.97,9.84
523,Harper,35,LR,1579548475,76,4.38,-7.72,81.91,4.94
524,Joshimath,100,IN,1579548475,68,30.57,79.57,26.53,4.38
525,Belozerskoye,99,RU,1579548475,97,55.82,65.58,7.86,7.18
526,Swan Hill,20,AU,1579548475,92,-35.34,143.55,54.0,3.0
527,Estevan,1,CA,1579548462,72,49.13,-102.98,17.6,19.46
528,Belmonte,40,BR,1579548475,70,-15.86,-38.88,86.0,9.17
529,Raymond,1,US,1579548475,34,43.9,-70.47,28.0,12.75
530,Gaza,75,PS,1579548260,62,31.5,34.47,57.2,6.93
531,Sobolevo,100,RU,1579548475,85,54.43,31.9,31.3,12.21
532,Evensk,0,RU,1579548475,70,61.95,159.23,-20.85,8.25
533,Kununurra,90,AU,1579548475,88,-15.77,128.73,78.8,6.55
534,Belyy Yar,2,RU,1579548476,70,53.6,91.39,-2.2,10.92
535,Taksimo,100,RU,1579548284,99,56.34,114.88,-10.55,0.94
536,Sri Aman,84,MY,1579548476,100,1.24,111.46,75.2,1.45
537,Mizdah,0,LY,1579548476,45,31.45,12.98,53.4,17.74
538,Mossamedes,0,AO,1579548476,87,-15.2,12.15,76.08,14.03
539,Eirunepe,96,BR,1579548476,86,-6.66,-69.87,81.25,4.41
540,Samandag,75,TR,1579548476,100,36.08,35.98,42.8,1.12
541,Lahaina,40,US,1579548426,69,20.88,-156.68,75.2,11.41
542,Shushtar,0,IR,1579548476,59,32.05,48.86,57.09,2.82
543,Praia,0,CV,1579548471,47,14.92,-23.51,77.0,14.99
544,Barabai,84,ID,1579548476,94,-2.58,115.38,73.89,1.72
545,Hede,66,CN,1579548476,69,33.77,120.25,43.03,11.18
546,Nanakuli,75,US,1579548476,94,21.39,-158.15,75.2,10.49
547,Hammerfest,75,NO,1579548477,98,70.66,23.68,37.4,24.16
